0	0	0
0.0625	0	0
0.125	0	0
0.1875	0	0
0.25	0	0
0.3125	0	0
0.375	0	0
0.4375	0	0
0.5	0	0
0.5625	0	0
0.625	0	0
0.6875	0	0
0.75	0	0
0.8125	0	0
0.875	0	0
0.9375	0	0
1	0	0

0	0.0625	0
0.0625	0.0625	0.000264581056281
0.125	0.0625	0.000518994410948
0.1875	0.0625	0.000753463101457
0.25	0.0625	0.000958976627525
0.3125	0.0625	0.0011276372196
0.375	0.0625	0.00125296334571
0.4375	0.0625	0.00133013879311
0.5	0.0625	0.00135619775264
0.5625	0.0625	0.00133013879311
0.625	0.0625	0.00125296334571
0.6875	0.0625	0.0011276372196
0.75	0.0625	0.000958976627525
0.8125	0.0625	0.000753463101457
0.875	0.0625	0.000518994410948
0.9375	0.0625	0.000264581056281
1	0.0625	2.42006891777e-17

0	0.125	0
0.0625	0.125	0.000529779419891
0.125	0.125	0.00103919971378
0.1875	0.125	0.00150868414546
0.25	0.125	0.0019201906915
0.3125	0.125	0.00225790538613
0.375	0.125	0.00250885004302
0.4375	0.125	0.00266338099973
0.5	0.125	0.00271555971827
0.5625	0.125	0.00266338099973
0.625	0.125	0.00250885004302
0.6875	0.125	0.00225790538613
0.75	0.125	0.0019201906915
0.8125	0.125	0.00150868414546
0.875	0.125	0.00103919971378
0.9375	0.125	0.000529779419891
1	0.125	4.93373923686e-17

0	0.1875	0
0.0625	0.1875	0.000795866738771
0.125	0.1875	0.0015611487651
0.1875	0.1875	0.00226643671988
0.25	0.1875	0.00288462678256
0.3125	0.1875	0.0033919622557
0.375	0.1875	0.00376894652158
0.4375	0.1875	0.00400109228629
0.5	0.1875	0.00407947831828
0.5625	0.1875	0.00400109228629
0.625	0.1875	0.00376894652158
0.6875	0.1875	0.0033919622557
0.75	0.1875	0.00288462678256
0.8125	0.1875	0.00226643671988
0.875	0.1875	0.0015611487651
0.9375	0.1875	0.000795866738771
1	0.1875	7.63823259528e-17

0	0.25	0
0.0625	0.25	0.00106239577194
0.125	0.25	0.00208396427016
0.1875	0.25	0.00302544719018
0.25	0.25	0.00385066387137
0.3125	0.25	0.00452790169946
0.375	0.25	0.00503113480452
0.4375	0.25	0.00534102422053
0.5	0.25	0.00544566107103
0.5625	0.25	0.00534102422053
0.625	0.25	0.00503113480452
0.6875	0.25	0.00452790169946
0.75	0.25	0.00385066387137
0.8125	0.25	0.00302544719018
0.875	0.25	0.00208396427016
0.9375	0.25	0.00106239577194
1	0.25	1.0638151125e-16

0	0.3125	0
0.0625	0.3125	0.00132777040757
0.125	0.3125	0.002604515343
0.1875	0.3125	0.00378117021443
0.25	0.3125	0.00481251683502
0.3125	0.3125	0.00565892113253
0.375	0.3125	0.00628785626448
0.4375	0.3125	0.00667515260646
0.5	0.3125	0.00680592657723
0.5625	0.3125	0.00667515260646
0.625	0.3125	0.00628785626448
0.6875	0.3125	0.00565892113253
0.75	0.3125	0.00481251683502
0.8125	0.3125	0.00378117021443
0.875	0.3125	0.002604515343
0.9375	0.3125	0.00132777040757
1	0.3125	1.40495231655e-16

0	0.375	0
0.0625	0.375	0.00158872643904
0.125	0.375	0.00311639901199
0.1875	0.375	0.0045243101186
0.25	0.375	0.00575835452462
0.3125	0.375	0.00677110859559
0.375	0.375	0.0075236527605
0.4375	0.375	0.00798706716915
0.5	0.375	0.00814354306568
0.5625	0.375	0.00798706716915
0.625	0.375	0.0075236527605
0.6875	0.375	0.00677110859559
0.75	0.375	0.00575835452462
0.8125	0.375	0.0045243101186
0.875	0.375	0.00311639901199
0.9375	0.375	0.00158872643903
1	0.375	1.80042909111e-16

0	0.4375	0
0.0625	0.4375	0.00183968543561
0.125	0.4375	0.00360867279163
0.1875	0.4375	0.00523898087604
0.25	0.4375	0.00666795786344
0.3125	0.4375	0.00784068896958
0.375	0.4375	0.00871210679573
0.4375	0.4375	0.00924872324352
0.5	0.4375	0.00942991644381
0.5625	0.4375	0.00924872324352
0.625	0.4375	0.00871210679573
0.6875	0.4375	0.00784068896958
0.75	0.4375	0.00666795786344
0.8125	0.4375	0.00523898087604
0.875	0.4375	0.00360867279163
0.9375	0.4375	0.00183968543561
1	0.4375	2.26554135608e-16

0	0.5	0
0.0625	0.5	0.00207193673881
0.125	0.5	0.0040642501107
0.1875	0.5	0.00590037663009
